Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
19/07/2008 08,3,1BHK,25.38,55.38,1.8,0.92,Low,0,None,0.0,81.08
19/07/2008 16,2,1BHK,12.15,70.53,1.07,0.98,Low,0,Garden,1.0,70.83
20/07/2008 00,3,Bungalow,24.1,66.44,2.57,1.04,Upper Middle,1,Swimming Pool,0.0,170.15
20/07/2008 08,5,Bungalow,22.55,52.27,2.36,1.11,Rich,0,Jacuzzi,,258.29
20/07/2008 16,3,1BHK,17.96,45.88,1.23,1.3,Middle,0,None,0.0,132.06
21/07/2008 00,5,3BHK,18.04,57.32,1.64,0.84,Rich,0,Garden,1.0,198.26
21/07/2008 08,3,1BHK,10.05,47.73,-44.0,0.82,Middle,0,None,0.0,76.96
21/07/2008 16,3,Bungalow,31.09,44.64,2.02,0.84,Upper Middle,1,Jacuzzi,0.0,166.22
22/07/2008 00,2,Studio,24.5,48.49,1.68,0.89,Low,0,None,1.0,69.41
22/07/2008 08,5,2BHK,30.03,62.37,1.79,0.92,Middle,0,None,0.0,133.67
22/07/2008 16,2,Studio,12.5,50.67,1.09,1.06,Low,0,None,0.0,65.97
23/07/2008 00,2,Studio,18.53,53.58,1.73,1.43,Low,1,None,0.0,107.38
23/07/2008 08,3,1BHK,10.53,31.02,1.77,1.26,olVck,1,None,0.0,152.67
23/07/2008 16,2,Cottage,27.08,57.85,1.44,0.47470970629595266,Middle,0,None,0.0,90.98
24/07/2008 00,3,Cottage,16.93,69.17,1.55,1.05,Middle,0,Fountain,1.0,121.19
24/07/2008 08,3,1BHK,32.19,62.96,1.4,1.49,Middle,0,Garden,0.0,156.26
24/07/2008 16,4,Detached,,60.26,2.21,0.97,Rich,0,Swimming Pool,1.0,262.28
25/07/2008 00,3,2BHK,12.38,56.61,1.55,1.02,Middle,0,Swimming Pool,0.0,129.29
25/07/2008 08,3,2BHK,23.56,59.87,2.67,1.24,Upper Middle,0,Jacuzzi,1.0,194.05
25/07/2008 16,5,2BHK,10.38,45.72,1.85,0.85,Upper Middle,1,Fountain,0.0,186.69
26/07/2008 00,5,2BHK,34.16,48.97,1.38,1.12,Middle,1,None,1.0,260.51
26/07/2008 08,3,Cottage,18.75,GRCHB,1.26,1.41,Middle,0,None,0.0,142.18
26/07/2008 16,3,2BHK,32.7,45.24,2.76,1.06,Upper Middle,0,Swimming Pool,0.0,176.73
27/07/2008 00,2,Cottage,24.24,33.65,1.47,0.99,Middle,1,None,1.0,127.07
27/07/2008 08,2,Cottage,22.19,44.49,1.18,0.95,Middle,0,Garden,0.0,86.93
27/07/2008 16,2,Cottage,21.59,35.66,1.34,0.92,Middle,0,None,0.0,83.32
28/07/2008 00,5,2BHK,23.29,56.4,1.45,1.5,Middle,1,Fountain,0.0,315.52
28/07/2008 08,5,,17.34,51.84,1.51,1.38,Middle,0,None,1.0,227.16
28/07/2008 16,3,1BHK,11.92,75.84,1.76,0.98,Middle,1,Garden,1.0,107.03
29/07/2008 00,2,1BHK,11.94,59.83,1.08,1.01,Low,0,None,0.0,65.55
29/07/2008 08,2,1BHK,20.97,49.95,1.58,1.11,Low,0,Garden,1.0,98.14
29/07/2008 16,5,2BHK,34.03,61.32,1.14,0.95,Middle,1,None,0.0,178.34
30/07/2008 00,3,2BHK,25.31,60.29,2.77,1.25,Upper Middle,1,Swimming Pool,0.0,212.65
30/07/2008 08,3,2BHK,12.3,.9:$e,1.59,0.9,Middle,1,None,0.0,118.76
30/07/2008 16,4,2BHK,32.9,55.32,1.71,1.1,Middle,1,None,1.0,207.12
31/07/2008 00,4,2BHK,12.13,61.95,1.48,1.08,Middle,0,None,,119.13
31/07/2008 08,2,1BHK,31.4,42.93,1.65,1.03,Low,1,None,0.0,102.21
31/07/2008 16,5,2BHK,19.83,37.11,2.31,1.49,Upper Middle,1,Jacuzzi,1.0,436.71
01/08/2008 00,2,1BHK,14.16,48.83,1.18,1.4,Middle,0,None,0.0,110.45
01/08/2008 08,3,3BHK,34.19,53.24,2.13,1.08,Rich,1,Swimming Pool,0.0,276.32
01/08/2008 16,5,2BHK,20.48,43.01,2.04,0.91,Upper Middle,0,None,0.0,152.79
02/08/2008 00,2,Studio,21.96,58.2,1.32,0.84,Low,0,Garden,0.0,56.14
02/08/2008 08,5,2BHK,11.07,28.43,2.73,1.22,Upper Middle,1,None,0.0,237.88
02/08/2008 16,3,1BHK,31.86,51.92,1.46,1.19,Middle,1,Fountain,0.0,184.42
03/08/2008 00,5,2BHK,28.27,45.0,1.17,0.92,Middle,0,None,1.0,177.28
03/08/2008 08,5,Bungalow,13.8,56.19,2.15,0.97,Rich,1,Jacuzzi,1.0,282.82
03/08/2008 16,3,Cottage,23.74,52.14,1.23,1.24,Middle,0,None,0.0,126.03
04/08/2008 00,2,Cottage,13.14,53.43,1.67,1.5,Middle,1,None,0.0,132.93
04/08/2008 08,2,Cottage,32.69,49.69,1.57,1.37,Middle,1,Garden,0.0,154.27
04/08/2008 16,3,2BHK,22.27,51.14,2.29,1.35,Upper Middle,1,None,0.0,189.13
05/08/2008 00,3,Cottage,27.52,52.82,1.14,1.1,Middle,1,None,0.0,138.93
05/08/2008 08,5,2BHK,19.21,58.43,1.14,1.14,Middle,1,None,0.0,193.37
05/08/2008 16,5,3BHK,32.66,51.16,1.83,1.03,Upper Middle,0,None,1.0,228.17
06/08/2008 00,1,Studio,33.31,52.88,1.46,1.11,Low,0,Garden,0.0,64.74
06/08/2008 08,3,Bungalow,17.57,65.61,2.69,1.43,Upper Middle,0,None,0.0,141.88
06/08/2008 16,2,Studio,,54.2,1.16,1.26,Low,1,Garden,0.0,100.5
07/08/2008 00,3,3BHK,34.81,69.51,2.36,1.12,,1,None,0.0,164.75
07/08/2008 08,4,Bungalow,16.23,59.81,2.98,1.36,Upper Middle,1,None,0.0,193.33
07/08/2008 16,4,2BHK,30.24,75.4,1.59,0.89,Middle,0,None,0.0,102.8
08/08/2008 00,4,3BHK,25.99,53.0,2.76,1.44,Upper Middle,0,None,1.0,245.76
08/08/2008 08,-88,Bungalow,33.94,42.56,2.32,1.08,Upper Middle,1,Fountain,0.0,247.72
08/08/2008 16,5,Detached,23.45,50.32,1.65,0.84,Rich,1,None,,216.52
09/08/2008 00,4,2BHK,25.8,62.88,1.13,1.04,Middle,0,None,1.0,150.56
09/08/2008 08,4,2BHK,25.64,56.31,1.5,1.35,,0,Jacuzzi,0.0,217.9
09/08/2008 16,2,Cottage,26.08,61.21,1.67,0.92,Middle,0,Swimming Pool,0.0,93.86
10/08/2008 00,5,Bungalow,18.5,41.75,1.84,0.89,Upper Middle,0,Fountain,1.0,204.37
10/08/2008 08,3,1BHK,28.29,53.53,1.05,1.47,Middle,0,Jacuzzi,0.0,193.7
10/08/2008 16,3,Cottage,33.13,64.01,1.53,1.1,Middle,0,Garden,0.0,114.8
11/08/2008 00,2,Cottage,17.57,69.25,1.56,0.94,Middle,0,None,0.0,64.58
11/08/2008 08,2,1BHK,22.28,56.69,1.36,1.1,Low,0,None,0.0,78.47
11/08/2008 16,3,1BHK,30.16,38.81,1.42,0.95,Middle,0,Swimming Pool,0.0,142.59
12/08/2008 00,-99,Cottage,27.92,35.95,1.78,1.09,Middle,0,None,0.0,101.6
12/08/2008 08,4,2BHK,34.18,57.45,2.32,1.13,Upper Middle,0,Fountain,1.0,225.1
12/08/2008 16,3,Cottage,12.19,49.93,1.27,1.01,Middle,0,None,0.0,94.38
13/08/2008 00,2,Studio,31.78,60.55,1.7,0.9,Low,1,None,0.0,71.41
13/08/2008 08,2,Studio,21.09,f+p`;,1.0,0.95,Low,0,None,,62.36
13/08/2008 16,2,Cottage,22.16,62.88,1.28,1.9085595660527668,Middle,0,None,0.0,95.33
14/08/2008 00,3,Cottage,18.68,52.59,1.36,0.84,Middle,1,Swimming Pool,1.0,146.45
14/08/2008 08,4,2BHK,22.79,65.02,2.43,1.27,Upper Middle,1,Jacuzzi,0.0,236.01
14/08/2008 16,3,1BHK,13.48,54.03,1.34,0.82,Low,1,Garden,0.0,85.25
15/08/2008 00,3,Cottage,28.54,53.72,1.11,0.92,Middle,0,None,0.0,96.71
15/08/2008 08,3,1BHK,11.98,71.4,1.48,1.17,,0,Garden,1.0,112.09
15/08/2008 16,4,Bungalow,20.77,49.52,2.54,1.33,Rich,1,None,0.0,256.23
16/08/2008 00,2,Cottage,10.76,69.69,1.44,1.16,Middle,0,None,0.0,75.88
16/08/2008 08,2,1BHK,11.08,61.08,1.58,1.26,Low,0,None,0.0,78.7
16/08/2008 16,3,1BHK,23.04,56.64,1.69,1.16,Low,0,None,1.0,115.41
17/08/2008 00,5,Bungalow,25.87,50.89,2.76,1.5,Upper Middle,1,Fountain,0.0,344.55
17/08/2008 08,3,3BHK,22.56,49.38,2.13,1.41,Rich,1,Jacuzzi,0.0,324.81
17/08/2008 16,2,1BHK,34.75,44.91,1.15,0.88,Middle,0,Garden,1.0,102.19
18/08/2008 00,3,1BHK,19.32,70.03,1.46,0.87,Low,2,None,0.0,80.25
18/08/2008 08,3,1BHK,21.55,51.03,1.07,1.14,Middle,0,Garden,1.0,139.62
18/08/2008 16,1,Studio,,64.95,1.05,1.48,Low,0,None,0.0,77.88
19/08/2008 00,5,2BHK,18.69,50.96,1.67,1.38,Middle,0,Garden,0.0,208.9
19/08/2008 08,2,Cottage,16.8,68.01,1.46,0.98,Middle,0,None,0.0,68.37
19/08/2008 16,5,3BHK,32.65,02?It,2.09,1.23,Upper Middle,0,None,0.0,234.96
20/08/2008 00,3,2BHK,27.49,52.78,1.42,0.95,Middle,1,Swimming Pool,1.0,193.49
20/08/2008 08,3,Detached,29.83,44.0,2.04,0.5255724087515854,Rich,0,Swimming Pool,0.0,268.36
20/08/2008 16,2,Studio,11.46,80.22,1.5,0.91,Low,1,Garden,0.0,55.62
21/08/2008 00,3,3BHK,33.64,49.18,2.77,1.05,Upper Middle,0,None,1.0,164.85
21/08/2008 08,3,2BHK,21.88,71.03,2.48,1.02,Upper Middle,0,None,0.0,101.6
21/08/2008 16,2,Studio,11.67,62.43,1.33,1.44,Low,1,None,1.0,112.35
22/08/2008 00,1,Studio,17.92,n}}In,1.1,1.3,Low,0,None,0.0,65.97
22/08/2008 08,4,Detached,12.83,32.63,2.25,1.23,Rich,1,None,1.0,313.16
22/08/2008 16,4,2BHK,30.74,49.57,1.88,0.92,Upper Middle,1,Swimming Pool,0.0,216.98
23/08/2008 00,2,1BHK,10.56,54.36,1.18,0.91,Middle,0,None,0.0,67.3
23/08/2008 08,2,1BHK,32.36,43.42,1.6,1.06,Middle,1,None,1.0,135.16
23/08/2008 16,3,2BHK,28.66,61.86,1.59,0.85,Middle,-1,Fountain,1.0,125.55
24/08/2008 00,5,Bungalow,17.52,63.85,1.56,0.89,Rich,0,Garden,0.0,159.06
24/08/2008 08,4,Bungalow,15.5,50.2,2.77,1.44,Upper Middle,1,Fountain,0.0,265.1
24/08/2008 16,4,,16.05,56.73,1.06,0.91,Middle,0,Fountain,1.0,152.48
25/08/2008 00,3,2BHK,26.12,63.08,1.82,1.07,Upper Middle,0,Garden,0.0,126.91
25/08/2008 08,3,1BHK,20.98,69.41,1.12,1.47,Middle,0,None,0.0,130.39
25/08/2008 16,-55,2BHK,16.49,59.01,2.39,1.08,Upper Middle,2,Garden,0.0,141.73
26/08/2008 00,3,Cottage,13.11,50.64,1.05,1.01,Middle,0,Fountain,0.0,115.47
26/08/2008 08,2,Cottage,31.04,47.29,1.56,0.98,Middle,0,None,0.0,87.55
26/08/2008 16,5,Bungalow,21.4,49.02,2.25,1.43,Upper Middle,0,None,0.0,228.4
27/08/2008 00,2,1BHK,22.59,50.28,1.79,1.38,Low,0,Swimming Pool,,131.14
27/08/2008 08,-66,1BHK,15.95,">l/W,",1.69,1.04,Middle,1,Garden,0.0,118.07
27/08/2008 16,4,2BHK,23.09,47.35,2.97,0.91,Upper Middle,0,Fountain,0.0,149.87
28/08/2008 00,3,1BHK,,60.48,1.21,1.38,Middle,0,None,0.0,119.92
28/08/2008 08,3,1BHK,13.01,47.39,1.74,0.93,Low,0,None,0.0,78.37
28/08/2008 16,3,2BHK,25.83,54.95,1.19,1.02,Middle,0,None,0.0,114.17
29/08/2008 00,3,Detached,23.72,52.37,2.43,1.14,Rich,0,Swimming Pool,1.0,254.51
29/08/2008 08,2,1BHK,18.12,46.68,1.13,1.38,Low,1,Garden,0.0,130.17
29/08/2008 16,3,Cottage,15.93,44.56,1.23,1.12,Middle,1,None,1.0,155.02
30/08/2008 00,2,1BHK,27.73,78.9,1.61,1.5,Middle,0,None,1.0,119.27
30/08/2008 08,4,2BHK,23.36,55.35,2.59,1.1,Upper Middle,1,Fountain,0.0,209.82
30/08/2008 16,2,Cottage,14.6,53.8,1.04,1.13,Middle,0,None,0.0,86.87
31/08/2008 00,2,1BHK,10.95,63.12,1.57,1.43,Middle,0,Swimming Pool,0.0,126.68
31/08/2008 08,2,1BHK,32.77,78.43,1.31,1.24,Middle,1,Jacuzzi,1.0,156.94
31/08/2008 16,5,3BHK,15.9,61.74,1.63,0.91,Upper Middle,1,None,0.0,172.44
01/09/2008 00,3,Bungalow,11.33,58.74,2.34,0.98,Rich,0,Jacuzzi,0.0,144.51
01/09/2008 08,3,1BHK,15.3,61.75,1.37,1.49,Low,2,None,0.0,142.23
01/09/2008 16,4,2BHK,18.42,66.82,1.65,1.27,Upper Middle,0,Fountain,0.0,187.82
02/09/2008 00,2,1BHK,28.66,60.98,1.26,1.17,Middle,0,Jacuzzi,0.0,119.28
02/09/2008 08,-55,Bungalow,28.08,54.17,1.63,1.49,Upper Middle,0,None,1.0,211.39
02/09/2008 16,5,3BHK,31.85,55.51,2.92,1.08,Upper Middle,0,None,,217.28
03/09/2008 00,1,Studio,17.76,31.97,1.25,1.4,Low,0,None,1.0,91.5
03/09/2008 08,3,2BHK,29.82,42.52,1.44,1.03,Middle,1,Swimming Pool,0.0,198.64
03/09/2008 16,5,2BHK,12.68,46.47,1.39,1.03,Middle,1,Fountain,,244.38
04/09/2008 00,4,2BHK,29.15,57.67,1.53,1.45,Middle,0,Garden,0.0,199.18
04/09/2008 08,3,1BHK,25.2,46.63,1.28,1.49,Middle,1,Fountain,0.0,229.85
04/09/2008 16,2,Cottage,25.67,61.92,1.16,0.81,Middle,0,Swimming Pool,0.0,84.1
05/09/2008 00,2,Cottage,31.59,55.77,1.07,1.27,Middle,0,Swimming Pool,0.0,143.81
05/09/2008 08,2,Cottage,31.21,51.35,-22.0,1.1,Middle,0,Jacuzzi,0.0,120.61
05/09/2008 16,5,Bungalow,17.74,43.38,2.42,0.92,Upper Middle,0,Jacuzzi,0.0,182.68
06/09/2008 00,4,Bungalow,19.85,35.75,2.09,0.94,Upper Middle,1,Jacuzzi,0.0,212.01
06/09/2008 08,4,2BHK,29.82,53.1,1.65,1.48,Middle,0,Jacuzzi,0.0,251.16
06/09/2008 16,4,2BHK,15.42,66.55,2.49,1.2,Upper Middle,1,None,1.0,191.39
07/09/2008 00,4,2BHK,28.24,44.84,1.12,1.02,Middle,0,Fountain,1.0,204.47
07/09/2008 08,-11,Bungalow,11.84,49.59,2.5,1.42,Rich,1,Fountain,0.0,304.45
07/09/2008 16,3,1BHK,25.28,58.45,1.12,1.2,Middle,0,None,0.0,119.52
08/09/2008 00,4,2BHK,23.15,51.81,1.19,1.02,Middle,0,Garden,0.0,141.93
08/09/2008 08,3,2BHK,32.7,56.2,1.73,1.27,Upper Middle,1,Jacuzzi,0.0,239.56
08/09/2008 16,3,1BHK,19.64,49.65,1.31,0.82,Middle,1,Swimming Pool,0.0,127.58
09/09/2008 00,4,2BHK,27.56,50.18,2.15,1.37,,-1,Swimming Pool,0.0,259.33
09/09/2008 08,4,Bungalow,20.68,63.01,1.67,0.9,Upper Middle,1,None,0.0,116.51
09/09/2008 16,3,Bungalow,12.21,/>H`8,1.71,0.96,Upper Middle,2,Jacuzzi,0.0,153.28
10/09/2008 00,2,Studio,13.63,48.18,1.64,1.02,Low,1,Garden,0.0,80.08
10/09/2008 08,4,3BHK,22.87,53.86,2.61,1.46,Upper Middle,1,Jacuzzi,0.0,317.81
10/09/2008 16,5,2BHK,24.22,42.0,1.52,1.34,Middle,0,None,0.0,217.54
11/09/2008 00,4,Bungalow,22.64,44.45,2.79,0.82,,1,None,0.0,138.02
11/09/2008 08,2,Studio,10.55,76.44,1.72,0.91,Low,1,None,0.0,53.76
11/09/2008 16,5,2BHK,20.38,67.31,1.55,1.29,Middle,0,None,1.0,195.58
12/09/2008 00,5,2BHK,11.07,72.81,2.47,1.15,Upper Middle,1,Fountain,0.0,202.71
12/09/2008 08,5,Detached,18.44,45.99,2.89,0.88,Rich,1,Jacuzzi,1.0,300.4
12/09/2008 16,5,Bungalow,30.73,65.51,2.35,0.86,Upper Middle,0,Jacuzzi,0.0,164.24
13/09/2008 00,3,1BHK,22.88,46.34,1.49,1.32,Middle,0,None,0.0,137.65
13/09/2008 08,2,Cottage,14.77,54.52,1.6,1.7184492862739655,Middle,0,None,0.0,96.26
13/09/2008 16,4,3BHK,34.48,34.24,1.67,0.96,Upper Middle,0,Jacuzzi,0.0,226.41
14/09/2008 00,2,Studio,21.2,50.55,1.79,0.84,Low,0,Garden,1.0,65.92
14/09/2008 08,4,3BHK,26.86,56.8,1.76,1.25,Upper Middle,0,Fountain,0.0,229.83
14/09/2008 16,2,Cottage,17.98,65.31,1.4,0.86,Middle,0,Swimming Pool,0.0,80.13
15/09/2008 00,4,2BHK,18.39,49.23,2.97,1.5011586545694597,Upper Middle,0,None,0.0,116.25
15/09/2008 08,2,1BHK,28.36,47.61,1.08,1.41,Middle,0,None,,127.08
15/09/2008 16,4,2BHK,33.66,53.77,1.56,0.87,Middle,1,Jacuzzi,1.0,208.94
16/09/2008 00,2,1BHK,10.05,41.2,1.1,1.28,Low,1,Garden,1.0,133.66
16/09/2008 08,2,1BHK,12.71,49.28,1.27,1.11,Middle,1,None,0.0,102.77
16/09/2008 16,4,Detached,11.83,53.16,1.52,1.01,Rich,0,Jacuzzi,0.0,209.14
17/09/2008 00,5,2BHK,23.1,54.35,2.88,1.48,Upper Middle,0,Jacuzzi,0.0,280.37
17/09/2008 08,2,1BHK,33.75,53.03,1.19,0.3099553276015493,Middle,1,None,0.0,105.18
17/09/2008 16,2,1BHK,28.59,48.84,1.11,1.29,Middle,1,None,1.0,159.25
18/09/2008 00,2,1BHK,26.74,47.01,1.75,1.03,Low,0,None,0.0,79.82
18/09/2008 08,2,1BHK,30.3,53.6,1.1,1.16,Middle,0,Garden,0.0,106.37
18/09/2008 16,2,1BHK,24.56,55.32,1.01,1.1,Middle,1,None,0.0,109.88
19/09/2008 00,4,2BHK,25.59,84.42,2.36,0.16632050600252601,Upper Middle,1,Garden,0.0,113.6
19/09/2008 08,3,1BHK,13.7,65.58,1.3,1.43,Low,0,Jacuzzi,0.0,136.68
19/09/2008 16,5,3BHK,31.15,6h1+6,1.67,0.88,Upper Middle,1,Jacuzzi,1.0,251.49
20/09/2008 00,1,Studio,31.78,55.36,1.63,1.13,Low,0,None,1.0,69.94
20/09/2008 08,4,2BHK,19.14,57.25,1.4,0.97,Middle,0,None,0.0,118.64
20/09/2008 16,3,Bungalow,,50.98,2.19,1.21,Upper Middle,1,None,0.0,183.52
21/09/2008 00,4,3BHK,28.9,38.05,1.73,1.35,Upper Middle,0,Swimming Pool,0.0,310.95
21/09/2008 08,3,3BHK,17.8,37.82,2.9,1.23,Upper Middle,0,Garden,0.0,165.98
21/09/2008 16,4,Bungalow,29.51,40.03,2.54,1.01,,0,Swimming Pool,0.0,239.12
22/09/2008 00,3,1BHK,30.03,50.75,1.8,0.97,Middle,0,Swimming Pool,0.0,132.26
22/09/2008 08,3,Bungalow,28.27,44.13,2.11,1.22,Upper Middle,0,Garden,0.0,165.01
22/09/2008 16,4,3BHK,12.92,66.89,2.6,1.46,Upper Middle,0,None,0.0,178.38
23/09/2008 00,3,Cottage,18.99,57.88,-55.0,1.27,Middle,1,Garden,0.0,151.11
23/09/2008 08,3,1BHK,16.75,59.81,1.46,0.28576087443224096,Middle,0,Fountain,0.0,103.29
23/09/2008 16,3,Bungalow,19.78,33.82,1.85,1.16,Upper Middle,0,None,0.0,150.7
24/09/2008 00,2,1BHK,18.69,64.05,1.6,1.15,Low,0,Swimming Pool,0.0,97.04
24/09/2008 08,4,3BHK,16.52,47.92,2.85,1.01,Upper Middle,0,Swimming Pool,0.0,187.01
24/09/2008 16,3,2BHK,28.0,59.62,2.86,1.36,Upper Middle,0,None,0.0,151.68
25/09/2008 00,3,1BHK,,62.36,1.64,1.05,Low,1,Jacuzzi,0.0,127.17
25/09/2008 08,3,2BHK,30.25,52.94,1.51,1.23,Upper Middle,0,Swimming Pool,1.0,235.21
25/09/2008 16,3,3BHK,24.95,47.33,2.76,1.35,Upper Middle,0,Garden,0.0,184.03
26/09/2008 00,3,1BHK,19.18,54.84,1.25,1.35,Middle,0,None,0.0,130.06
26/09/2008 08,3,2BHK,11.94,64.87,1.82,2.0571763444464675,Upper Middle,0,None,0.0,140.94
26/09/2008 16,2,Cottage,28.25,52.89,1.08,1.15,Middle,2,None,0.0,119.26
27/09/2008 00,3,Cottage,23.72,46.3,1.39,1.01,Middle,0,Swimming Pool,0.0,138.05
27/09/2008 08,5,Bungalow,11.74,55.48,2.03,1.09,Upper Middle,0,None,0.0,155.3
27/09/2008 16,2,Studio,14.61,63.0,1.37,1.18,Low,0,Garden,1.0,82.18
28/09/2008 00,2,Cottage,25.73,39.62,1.24,0.81,zu=wj,1,None,1.0,102.2
28/09/2008 08,4,2BHK,15.6,57.31,1.62,1.34,Upper Middle,0,None,0.0,172.63
28/09/2008 16,3,2BHK,23.61,45.86,1.12,0.82,Middle,0,None,0.0,96.08
29/09/2008 00,5,Bungalow,27.91,52.09,2.62,1.48,Upper Middle,0,None,0.0,240.57
29/09/2008 08,3,,13.75,52.79,1.63,1.46,Middle,1,Swimming Pool,0.0,207.92
29/09/2008 16,3,2BHK,16.4,61.49,1.13,1.23,Middle,1,Garden,0.0,154.36
30/09/2008 00,3,2BHK,14.64,32.61,1.73,1.38,Middle,0,Garden,1.0,190.89
30/09/2008 08,4,Bungalow,23.68,37.37,2.58,1.34,Upper Middle,0,Fountain,1.0,276.13
30/09/2008 16,5,3BHK,13.04,62.97,1.97,1.41,Upper Middle,1,Swimming Pool,0.0,329.83
01/10/2008 00,3,1BHK,13.2,75.37,1.08,0.96,Middle,1,Garden,1.0,109.77
01/10/2008 08,4,2BHK,28.39,40.39,1.87,1.02,Upper Middle,0,Fountain,1.0,222.11
01/10/2008 16,2,1BHK,25.57,55.19,1.44,1.0,Middle,0,None,0.0,81.68
02/10/2008 00,3,Detached,32.07,48.16,1.61,0.83,Rich,1,Swimming Pool,0.0,222.1
02/10/2008 08,3,2BHK,29.55,BNNCs,2.3,0.82,Upper Middle,0,None,0.0,97.23
02/10/2008 16,2,,28.09,51.39,1.37,0.98,Low,0,Fountain,0.0,82.46
03/10/2008 00,2,Studio,34.71,29.33,1.01,0.87,Low,1,None,0.0,89.32
03/10/2008 08,3,2BHK,26.33,59.68,2.95,1.32,Upper Middle,1,Garden,0.0,181.49
03/10/2008 16,3,1BHK,15.4,53.68,1.65,0.85,Low,1,None,0.0,84.86
04/10/2008 00,2,1BHK,20.67,61.31,1.12,1.47,Low,0,Garden,0.0,106.36
04/10/2008 08,3,Cottage,26.27,52.05,1.32,1.43,Middle,0,Jacuzzi,0.0,185.43
04/10/2008 16,4,3BHK,32.04,<N)I?,2.03,1.33,Upper Middle,-1,None,0.0,289.11
05/10/2008 00,5,3BHK,30.82,31.01,2.29,0.88,Upper Middle,0,Jacuzzi,0.0,230.67
05/10/2008 08,5,Bungalow,30.56,S:6;s,2.43,1.34,Rich,0,Jacuzzi,0.0,335.3
05/10/2008 16,3,Cottage,22.15,51.89,1.39,1.1,Middle,0,Swimming Pool,,143.06
06/10/2008 00,3,1BHK,22.73,64.52,1.64,0.98,Middle,0,Garden,1.0,107.0
06/10/2008 08,4,Bungalow,33.25,51.98,1.51,1.29,Upper Middle,0,Swimming Pool,0.0,260.65
06/10/2008 16,5,2BHK,27.23,51.96,1.5,1.3,N^q-p,0,Fountain,0.0,242.37
07/10/2008 00,5,Bungalow,24.25,50.96,2.29,1.18,Upper Middle,1,None,0.0,228.6
07/10/2008 08,5,3BHK,23.31,37.97,2.63,1.21,Upper Middle,0,Swimming Pool,0.0,292.83
07/10/2008 16,5,2BHK,21.54,61.92,1.25,1.36,Middle,0,Garden,0.0,199.52
08/10/2008 00,5,2BHK,16.71,34.77,1.64,1.24,Middle,1,Swimming Pool,1.0,350.51
08/10/2008 08,3,3BHK,33.19,38.3,2.32,1.47,Upper Middle,1,Garden,,278.37
08/10/2008 16,3,2BHK,34.73,33.38,1.9,0.86,Upper Middle,0,Fountain,0.0,150.71
09/10/2008 00,2,1BHK,14.93,34.89,1.29,0.93,Middle,1,Jacuzzi,0.0,120.56
09/10/2008 08,5,2BHK,29.22,39.85,1.46,0.83,Middle,1,None,0.0,170.0
09/10/2008 16,5,2BHK,30.88,21.98,2.1,1.24,Upper Middle,1,Fountain,0.0,365.9
10/10/2008 00,4,2BHK,27.54,62.93,1.37,1.42,Middle,0,Jacuzzi,0.0,223.16
10/10/2008 08,4,,18.57,58.05,2.16,1.05,Upper Middle,1,Fountain,1.0,223.44
10/10/2008 16,5,2BHK,31.82,\m5{0,2.23,1.41,Upper Middle,0,None,0.0,243.49
11/10/2008 00,3,1BHK,32.41,40.7,1.6,0.87,Low,0,Garden,0.0,95.25
11/10/2008 08,3,,25.71,43.76,2.82,1.17,Upper Middle,0,Fountain,1.0,214.36
11/10/2008 16,4,3BHK,16.96,67.11,1.5,1.27,Rich,0,Garden,0.0,210.51
12/10/2008 00,3,1BHK,24.13,47.8,1.38,0.85,Middle,0,None,0.0,88.66
12/10/2008 08,3,2BHK,29.19,40.96,2.0,1.25,Upper Middle,0,Swimming Pool,1.0,248.44
12/10/2008 16,2,1BHK,32.17,36.27,1.2,1.38,Middle,1,None,0.0,164.07
13/10/2008 00,3,Detached,27.38,45.69,1.52,1.23,Rich,1,None,0.0,248.16
13/10/2008 08,4,3BHK,27.32,50.75,2.71,1.2,Upper Middle,1,Jacuzzi,0.0,276.66
13/10/2008 16,5,3BHK,30.12,62.39,2.73,1.46,Upper Middle,1,None,0.0,292.04
14/10/2008 00,3,3BHK,,51.69,1.96,1.24,QrEX;,0,Swimming Pool,0.0,190.06
14/10/2008 08,3,Detached,24.68,51.08,1.59,1.25,Rich,1,Swimming Pool,0.0,308.72
14/10/2008 16,3,2BHK,26.06,61.63,2.07,0.9,Upper Middle,1,Garden,1.0,147.23
15/10/2008 00,5,Bungalow,27.9,56.57,2.41,0.97,Rich,1,Fountain,1.0,301.8
15/10/2008 08,2,Cottage,13.42,59.65,1.52,1.34,,0,None,0.0,95.77
15/10/2008 16,1,,23.12,45.7,1.66,1.43,Low,0,Garden,0.0,80.17
16/10/2008 00,5,2BHK,17.92,57.99,2.35,1.45,Upper Middle,0,Jacuzzi,,263.98
16/10/2008 08,3,2BHK,22.35,62.9,1.73,1.15,Upper Middle,0,None,0.0,126.56
16/10/2008 16,3,3BHK,30.16,45.6,2.75,1.07,Upper Middle,0,Swimming Pool,0.0,190.95
17/10/2008 00,3,Bungalow,19.19,65.4,2.25,1.02,Rich,0,Fountain,0.0,147.99
17/10/2008 08,3,Cottage,,42.08,1.42,1.32,Middle,1,Jacuzzi,1.0,207.2
17/10/2008 16,3,1BHK,23.01,56.94,1.61,1.49,Low,0,Garden,0.0,135.5
